Lp.;Nazwa własna;Telefon;Email;Charakter usług;Kategoria obiektu;Rodzaj obiektu;Adres
1802;KUKUBARA BOWLING CENTER;697 000 100;kukubara@kukubara.com.pl;stały;***;hotel;42-300 Myszków, 1-go maja 126
1803;RYTWIANY;15 864-32-55, 8;hotel@hotelrytwiany.pl;stały;***;hotel;28-236 Rytwiany, Radziwiłła 19
1804;MORAWICA;(0 12) 285-58-3;motel@motell.pl;stały;***;hotel;32-084 Morawica, Morawica 285
1805;HOTEL&RESTAURANT WILLOWA;81 440 88 88;recepcja@hotelwillowa.pl;stały;***;hotel;20-810 Lublin, Sławinkowska 15a
1806;GALA KOMPLEKS RESTAURACYJNO HANDLOWY;(0 12)372-40-30;recepcja@hotel-gala.pl;stały;***;hotel;32-440 Sułkowice, Rudnik, ul. Dolna 157
1807;HOTEL CHOPIN;52 52 11 200;recepcja@hotel-chopin.pl;stały;***;hotel;85-092 Bydgoszcz, Fryderyka Chopina 10
1808;"""NOVOTEL GDAŃSK MARINA""";0 - 58 558 -;nov.marina@orbis.pl;stały;***;hotel;80-342 Gdańsk, Jelitkowska 20
1809;Medical SPA Sanatorium UNITRAL;094/ 31 89 231;reklama@unitral.pl;stały;***;hotel;76-032 Mielno, Piastów 6
1810;PODEWILS;94 34 70 516;krag@podewils.pl;stały;***;hotel;76-010 Krąg, krąg 16
1811;"""RAD""";564 655 506;rad@hotel-grudziadz.pl;stały;***;hotel;86-300 Grudziądz, Chełmińska 144
1812;COLUMBUS;(12) 252-75-50;hotel@hotelcolumbus.pl;stały;***;hotel;31-038 Kraków, ul. Starowiślna 57
1813;"HOTEL HESTAURACJA ""TYROL""";523247062;;stały;***;hotel;85-846 Myślęcinek, Kąkolowa 2
1814;HANSEATIC;94-354-44-67;recepcja@hotel-hanseatic.pl;stały;***;hotel;78-100 Kołobrzeg, Morska 4
1815;ERA;757136233;RECEPCJA@HOTELERA.PL;stały;***;hotel;59-850 Świeradów-Zdrój, ZAKOPIAŃSKA 20
1816;FENIX-STRAUSS;(075) 641-66-00;;stały;***;hotel;58-500 Jelenia Góra, 1 Maja 88
1817;POLONIA;(071) 343-10-21;;stały;***;hotel;50-020 Wrocław, Piłsudskiego 66
1818;INESS HOTEL;0-42 684-45-54;recepcja@inesshotel.pl;stały;***;hotel;93-578 Łódź, Wróblewskiego 19/23
1819;HOTEL PERŁOWY;825 717 138;kontakt@hotelperlowy.pl;stały;***;hotel;22-200 Okuninka, Okuninka IX-6
1820;ECHO;"41 344-74-69; 3";hotelecho@ta.pl;stały;***;hotel;25-900 Cedzyna, Cedzyna 44B
1821;PARK;(074) 853-70-98;hotel@park-hotel.com.pl;stały;***;hotel;58-100 Świdnica, Pionierów 20
1822;EDEN;(0 12)430-65-65;eden@hoteleden.pl;stały;***;hotel;31-053 Kraków, ul. Ciemna 15
1823;HOTEL MIŁOMŁYN;89-642-33-00;recepcja@milomlynzdroj.pl;stały;***;hotel;14-140 Miłomłyn, Ostródzka 2B
1824;AMBER SUITE;730 16 16 16;rezerwacja@ambersuite.pl;stały;***;hotel;72-415 Międzywodzie, Puławska
1825;Ossowski;(61) 815 81 00;recepcja@hotel-ossowski.com.pl;stały;***;hotel;62-006 Kobylnica, Dąbrówki 1
1826;CORUM;075/ 761 85 33;;stały;***;hotel;58-540 Karpacz, Kościuszki 12-14, 16
1827;HOTEL ATENA;236 723 232;recepcja@hotelatena.pl;stały;***;hotel;06-400 Ciechanów, m.m.kolbe 76
1828;BENEFIS;(12) 266-39-05;benefis@hotelbenefis.pl;stały;***;hotel;30-307 Kraków, ul. Barska 2
1829;GOSPODA SZLACHECKA;(14) 645-75-72;gospodaszlachecka@wp.pl;stały;***;hotel;33-132 Niedomice, ul. Niedomicka 43
1830;MARTA;713134023;biuro@hotelmarta.com.pl;stały;***;hotel;55-200 Oława, Gazowa 2
1831;RYDZEWSKI;87-621-60-53,;hotel@rydzewski.pl;stały;***;hotel;19-300 Ełk, Armii Krajowej 32
1832;RELAKS;(+48-22) 789-99;relaks@wot.com.pl;stały;***;hotel;05-408 Glinianka, Wola Ducka 57 A
1833;JAWOR;768710624;recepcja@hoteljawor.com.pl;stały;***;hotel;59-400 Jawor, STASZICA 10
1834;ALPEJSKI;748627450;recepcja@hotel-alpejski.pl;stały;***;hotel;57-320 Polanica-Zdrój, ZDROJOWA 89
1835;QUALITY SILESIAN;32-606-88-00;kontakt@silesianhotel.pl;stały;***;hotel;40-502 Katowice, Szybowcowa 1A
1836;KOMPLEKS BESKID;18 268-89-20;majchrowicz@narty.spytkowice.pl;stały;***;hotel;34-745 Spytkowice, Spytkowice 135A
1837;RELAKS;(+48-22) 789-99;relaks@wot.com.pl;stały;***;hotel;05-408 Glinianka, Wola Ducka 57 A
1838;FELIX;(+48-22) 210-70;felix@starthotel.pl;stały;***;hotel;04-128 Warszawa, Omulewska 24
1839;CASPAR;75645500;recepcja@caspar.pl;stały;***;hotel;58-560 Jelenia Góra, PLAC PIASTOWSKI 28
1840;STACJA NOWA GDYNIA;0-42 714-21-61;hotel@nowa-gdynia.pl;stały;***;hotel;95-100 Zgierz, Sosnowa 1
1841;WILLA ODKRYWCÓW;48757445577;willa@willaodkrywcow.pl;stały;***;hotel;58-580 Szklarska Poręba, Okrzei 25
1842;BIAŁY DWÓR;600099360;hotelbialydwor@wp.pl;stały;***;hotel;22-200 Okuninka, Okuninka IV/174
1843;PORTOS;(+48-22) 642-75;portos@puhit.pl;stały;***;hotel;02-758 Warszawa, Mangalia 3a
1844;DĘBOWY;(074) 833-10-31;;stały;***;hotel;58-260 Bielawa, Korczaka 4
1845;SJESTA;032-226-78-72;recepcja@sjestamotel.com;stały;***;hotel;43-190 Mikołów, Gliwicka 158 A
1846;ALHAR;+48 34 351 03 3;recepcja@hotel.alhar.pl;stały;***;hotel;42-700 Lubliniec, Lisowicka 25
1847;GALICJA;(33) 843-61-15;galicja@hotelgalicja.com.pl;stały;***;hotel;32-600 Oświęcim, ul. Dąbrowskiego 119
1848;FORUM;81 452 85 00;recepcja@hotelforum.pl;stały;***;hotel;20-092 Lublin, obywatelska 8
1849;BINKOWSKI DWOREK;41 362-10-88;hotel@binkowskiresort.pl;stały;***;hotel;25-043 Kielce, Szczepaniaka 40
1850;VESTINA;+48 33 855 55 40;dyrektor@hotel-vestina.pl;stały;***;hotel;43-460 Wisła, Malinka 35
1851;Kaukaska Hotel;068 347 12 84;kaukaska@nx.pl;stały;***;hotel;64-200 Wolsztyn, Poniatowskiego 19
1852;FOCUS;(81) 527 00 44;biuro@hotelfocus.pl;stały;***;hotel;20-718 Lublin, Al. Kraśnicka 80
1853;STARA POCZTA;032 - 324-27-00;hotel@stara-poczta.pl;stały;***;hotel;43-100 Tychy, Kościuszki 24
1854;MARIA HELENA;746495700;maria helena@op.pl;stały;***;hotel;58-310 Szczawno-Zdrój, KOLEJOWA 1
1855;BAŚNIOWA;(0-29) 742-07-3;biuro@basniowa.pl;stały;***;hotel;07-201 Rybienko Nowe, Wołowskiego 9
1856;SKI HOTEL;(0 18)446-41-17;skihotel@skihotel.pl;stały;***;hotel;33-350 Piwniczna-Zdrój, Sucha Dolina 33
1857;PAŁAC BRZEZINA;792373797;recepcja@palacbrzezina.pl;stały;***;hotel;55-330 Brzezina, Parkowa 2
1858;ALBATROS&SPA;87 641-88-35;hotel@albatroshotel.pl;stały;***;hotel;16-326 Płaska, Serwy 18
1859;HOTEL WISŁA PREMIUM;33-855-38-09;hotel@hotelpatria.pl;stały;***;hotel;43-460 Wisła, Kopydło 20
1860;FOCUS CENTRUM KONFERENCYJNE;81 466 70 66;skowronkowa@hotelfocus.pl;stały;***;hotel;20-832 Lublin, Skowronkowa 2
1861;PANORAMA;(0 18)443-71-10;kontakt@hotelpanoramanowysacz.pl;stały;***;hotel;33-300 Nowy Sącz, ul. Romanowskiego 4 a
1862;GRANICA PARK HOTEL;(12) 419-13-31;parkhotel@parkhotel.com.pl;stały;***;hotel;32-085 Modlnica, Szyce 33
1863;HOTEL DUDEK;412010390;a.dudek@edud.pl;stały;***;hotel;26-080 Mniów, Leśna 2
1864;NOTABENE;814692500;info.notabene@o2.pl;stały;***;hotel;21-040 Świdnik, wyszyńskiego 40
1865;HOTEL MERCURE CZĘSTOCHOWA CENTRUM;+ 48 34 360 33 81;h3403-gm@accor.com;stały;***;hotel;42-200 Częstochowa, Ks. J. Popiełuszki 2
1866;OLIMPIA;(071) 372-83-32;hotel@hotelolimpia.com.pl;stały;***;hotel;51-612 Wrocław, Paderewskego 35
1867;PIK;032-323-28-00;recepcja@hotelpik.pl;stały;***;hotel;43-190 Mikołów, Młyńska 5
1868;GRENO;757693715;hotel@greno.pl;stały;***;hotel;58-540 Karpacz, OLIMPIJSKA 2
1869;DWÓR KONSTANCIN;225 747 272;hotel@hotelkonstancin.pl;stały;***;hotel;00-557 Konstancin, od lasu 23
1870;JAKUSZYCE SPORT & SPA;757677693;recepcja@hoteljakuszye.pl;stały;***;hotel;58-580 Szklarska Poręba, Jakuszyce 5 a
1871;MORAWA;748 140 874;biuro@hotelmorawa.pl;stały;***;hotel;57-550 Stara Morawa, Stara Morawa 11a
1872;WILLA ZBYSZKO;(91) 39 20 300;biuro@willa-zbyszko.pl;stały;***;hotel;72-400 Nowogard, tADEUSZA kOŚCIUSZKI 16k
1873;HOTEL PRUSKI;55-242-31-76;hotelpruski@wp.pl;stały;***;hotel;11-130 Orneta, 1 Maja 57
1874;ZAMEK BOBOLICE;+48 34 328 80 0;RECEPCJA@ZAMEKBOBOLICE.PL;stały;***;hotel;42-320 Bobolice, BRAK
1875;FOCUS HOTEL;0-42 637-12-00,;focus@hotel.lodz.pl;stały;***;hotel;90-554 Łódź, Łąkowa 23/25
1876;SZRENICOWY DWÓR;757173461;biuro@szrenicowydwor.pl;stały;***;hotel;58-580 Szklarska Poręba, WZGÓRZE PADEREWSKIEGO 12
1877;MARKO;16 678 92 72;info@hotelmarko.com;stały;***;hotel;37-700 Przemyśl, Lwowska 40
1878;MERCURE LUBLIN CENTRUM;(081) 533 20 61;H3404@accor.com;stały;***;hotel;20-037 Lublin, Al. Racławickie 12
1879;MERCURE;077/4538651-5;opole@orbis.pl;stały;***;hotel;45-018 Opole, Krakowska 57-59
1880;HOTEL MODUS;+48 32 789 95 00;recpecja@hotelmodus.pl;stały;***;hotel;43-170 Łaziska Górne, Świerczewskiego 10 B
1881;NOVOTEL;(071) 339-80-51;nov.wroclaw@orbis.pl;stały;***;hotel;53-011 Wrocław, Wyścigowa 35
1882;Jaśmin;;;stały;***;hotel;62-005 Owińska, Dworcowa 19
1883;GÓRALSKI RAJ;(18) 264-67-63;hotel@goralski-raj.pl;stały;***;hotel;34-400 Nowy Targ, os. Szuflów 12 B
1884;DWOREK SKAWIŃSKI;(0 12) 276-03-45;recepcja@dworek-skawinski.pl;stały;***;hotel;32-050 Skawina, ul. Kublińskiego 4
1885;DE ESPERANTO MEDICAL&SPA;748669400;;stały;***;hotel;57-340 Duszniki-Zdrój, ZDROJOWA 5
1886;HOTEL GARDEN;609 999 682;;stały;***;hotel;08-110 Nowe Siedlce, Jana Kilińskiego 38
1887;TAURUS;14 691-09-99;;stały;***;hotel;33-156 Tarnów, Ładna 5
1888;MATEJKO;(12) 422-47-37;biuro@matejkohotel.pl;stały;***;hotel;31-157 Kraków, Plac Matejki 8
1889;POLANICA RESORT & SPA;748680730;;stały;***;hotel;57-320 Polanica-Zdrój, GÓRSKA 2
1890;PODZAMCZE;(12) 271-05-85;biuro@podzamcze-dobczyce.pl;stały;***;hotel;32-410 Dobczyce, ul. Wąska 1
1891;SOLNY RESORT & SPA;(94) 35 45 700;biuro@solnyhotel.pl;stały;***;hotel;78-100 Kołobrzeg, Fredry 5
1892;Hotel Holland;523 328 067;hotel@hotelholland.pl;stały;***;hotel;86-170 Zdrojewo, brak
1893;PLANETA;(0 14)685-88-04;hotel@planetabrzesko.pl;stały;***;hotel;32-800 Brzesko, ul. Pomianowska 2b
1894;VEGA;(071) 341-68-55;an@bacero.com.pl;stały;***;hotel;53-234 Wrocław, Grabiszyńska 241
1895;QUBUS;42 275-51-00;lodz@qubushotel.com;stały;***;hotel;90-443 Łódź, Mickiewicza 7
1896;BIATHLON SPORT & SPA;757173612;kontakt@jakuszyce-biathlon.pl;stały;***;hotel;58-580 Jakuszyce, JAKUSZYCE 7
1897;PAŁAC LACON CENTRUM HOTELOWO - KONFERENCYJNE;508-072-579;info@lacon.pl;stały;***;hotel;28-500 Kazimierza Wielka, 1 Maja 16
1898;Smolarnia`;;;stały;***;hotel;64-980 Smolarnia, Smolarnia 27
1899;ZIELONY;616 623 006;info@hotelzielony.pl;stały;***;hotel;60-115 Poznań, Przełęcz 21
1900;FERO EXPRESS;(12) 390-09-00;info@fero.krakow.pl;stały;***;hotel;30-398 Kraków, ul. Bolesława Śmiałego 60
1901;BACERO;(071) 34-16-856;an@bacero.com.pl;stały;***;hotel;53-034 Wrocław, Ołtaszyńska 107
1902;KOMPLEKS HOTELARSKI SPA&WELLNESS;748569933;;stały;***;hotel;58-330 Jedlina-Zdrój, WARSZAWSKA 2
1903;KORAL;(12) 278-50-45;biuro@zajazd-koral.pl;stały;***;hotel;32-020 Wieliczka, Przebieczany 432
1904;COTTONINA VILLA & MINERAL SPA RESORT;757845500;info@cottonina.pl;stały;***;hotel;59-850 Świeradów-Zdrój, SANATORYJNA 7
1905;KAZIMIERZ II;(12) 426-80-70;hotel2@hk.com.pl;stały;***;hotel;31-035 Kraków, ul. Starowiślna 60
1906;PUŁAWSKA RESIDENCE;222417500;kromaniuk@arche.pl;stały;***;hotel;02-801 Warszawa, puławska 361
1907;HETMAŃSKI;0-46 814-00-61;hotel@hetmanski.pl;stały;***;hotel;96-200 Podlas, p-ta Rawa Mazowiecka
1908;AMELIÓWKA;41 311-07-97,;hotel@ameliowka.pl;stały;***;hotel;26-001 Mąchocice Kapitulne, Mąchocice 176
1909;WITYNG;632 706 060;wityng@wityng.pl;stały;***;hotel;62-561 Mikorzyn, mikorzyn 1a
1910;B.A.S. VILLA RESIDENCE;(0 12)416-11-11;hotel@hotelbas.pl;stały;***;hotel;31-215 Kraków, ul. Żabiniec 16
1911;VICTORIA;(81) 532 70 11;info@hotel.victoria.lublin.pl;stały;***;hotel;20-016 Lublin, ul. Narutowicza 58/60
1912;VILLA LA PIERRE;695242169;recepcja@villalapierre.pl;stały;***;hotel;58-150 Strzegom, ARMII KRAJOWEJ 1
1913;POD PAROWOZEM;041 26-55-990;hotel@ostrowiec.com.pl;stały;**;hotel;27-400 Ostrowiec Świętokrzyski, Kolejowa 3
1914;WITNICA;95 728 45 31;info@hotelwitnica.com;stały;**;hotel;66-460 Witnica, K..R.N. 5
1915;IRYS;41 306-16-89;biuro@hotelirys.pl;stały;**;hotel;26-065 Micigózd, częstochowska 6
1916;GWAREK;74866 18 90;gwarek@gat.pl;stały;**;hotel;57-350 Kudowa-Zdrój, Słowackiego 10
1917;DWÓR GALICJA;511 390 985;hotel@DWORGALICJA.PL;stały;**;hotel;37-455 Rzeczyca Długa, 222
1918;BOCIANIE GNIAZDO;091/ 38-63-101,;;stały;**;hotel;72-350 Pogorzelica, ul.L.Teligi 3
1919;TOM & TOM;94- 311 26 77,;info@tomandtom.pl;stały;**;hotel;78-200 Białogard, Kołobrzeska 12
1920;La - musica;(+48-22) 757-21;;stały;**;hotel;00-500 Żabieniec, Asfaltowa 27
1921;CORONA;32 216-98-20 do;konto.kt@corona.com.pl;stały;**;hotel;43-100 Tychy, Oświęcimska 2 91
1922;HOTEL ROŚ;87- 423-32-53;poczta@hotelros.pl;stały;**;hotel;12-200 Pisz, Aleja Turystów 3
1923;Astra;(61) 848 94 72;astra@astra.ta.pl;stały;**;hotel;60-415 Poznań, Lutycka 31
1924;MARZANNA;81 51 16 920;info@marzanna.pl;stały;**;hotel;24-222 Niedrzwica Kościelna, Krakowska 111
1925;KARKONOSZE;(075) 744-22-30;;stały;**;hotel;58-400 Kamienna Góra, Papieża Jana Pawła II 33
1926;AZYL;95 722 72 76;hotel.azyl@wp.pl;stały;**;hotel;66-400 Gorzów Wielkopolski, Chopina 45
1927;Hotel U Macieja;065 528 72 31;;stały;**;hotel;64-113 Kąkolewo, Rydzyńska 2
1928;PODZAMCZE;091/812-14-04,;;stały;**;hotel;70-542 Szczecin, Sienna 1,2,3
1929;ATENA;17 773 91 00;recepcja@hotel-atena.pl;stały;**;hotel;39-300 Mielec, przemysłowa 67
1930;DOBRY KLIMAT;757556018;BIURO@DOBRY-KLIMAT.PL;stały;**;hotel;58-580 Szklarska Poręba, PARKOWA 3A
1931;LAS;757175252;;stały;**;hotel;58-573 Piechowice, TURYSTYCZNA 8
1932;KWISA;(075) 781-62-31;;stały;**;hotel;59-850 Świeradów-Zdrój, Zdrojowa 8
1933;STYLOWY;604 514 525;;stały;**;hotel;63-520 Grabów nad Prosną, rynek wł. jagiełły 19
1934;DYMARKA;17 225 09 45;marketing@hoteldymarka.pl;stały;**;hotel;37-100 Dąbrówki, 31
1935;WENUS;(81) 882 04 00;kontakt@hotelwenus.pl;stały;**;hotel;24-120 Kazimierz Dolny, ul. Tyszkiewicza 25 A
1936;hotel GORDON;+48-22- 868-46-;hotel@hotelgordon.pl;stały;**;hotel;02-180 Warszawa, Al. Krakowska 157 a
1937;KARCZMA U MACIEJA;608421542;;stały;**;hotel;59-420 Sady Dolne, SADY DOLNE 5
1938;GRAFFIT;609 417 273;poczta@graffit.com.pl;stały;**;hotel;66-200 Świebodzin, Os. Południowe 34
1939;KLIMAT;13 435-09-90;klimat.iwonicz@op.pl;stały;**;hotel;38-440 Iwonicz-Zdrój, Al. Parkowa 2
1940;TIREST;257992617;tirest@tiresthotel.pl;stały;**;hotel;05-300 Grębiszew, ul. Kołbielska 32
1941;Hotel 3;061 651 02 44;hotel@hotel3.poznan.pl;stały;**;hotel;62-020 Swarzędz, Św. Marcin 1
1942;HADES;0-42 213-22-57,;info@hades.and.pl;stały;**;hotel;95-020 Andrespol, Rokicińska 104
1943;"HOTEL ""ALBATROS""";695 777 488;kontakt@wasoszwita.pl;stały;**;hotel;89-200 Wąsosz, Nadbrzeżna 10
1944;HOTEL IM PARK;89-742-81-87;rezerwacja@hotelimpark.com.pl;stały;**;hotel;11-731 Jędrychowo, 15
1945;Hotel Konin;063 243 76 00;hotel-konin@konet.pl;stały;**;hotel;62-510 Konin, Al. 1 Maja 13
1946;CENTRUM;(071) 31-76-000;;stały;**;hotel;55-300 Środa Śląska, Pl. Wolności 35-37
1947;Margarita;618 140 735;;stały;**;hotel;64-320 Buk, pl. St. Reszki 23
1948;HOTEL JOSEPH CONRAD;87-423-04-59;rezerwacja@hotelconrad.pl;stały;**;hotel;12-200 Pisz, Turystów 11
1949;KARKONOSZE;757546944;hotelkarkonosze@termycieplickie.com;stały;**;hotel;58-500 Jelenia Góra, ZŁOTNICZA 12
1950;ZŁOTY ŁAN;(068)387-32-41;info@zlotylan.pl;stały;**;hotel;67-100 Nowa Sól, Zielonogórska 134
1951;HOTEL IBIS;061 858 44 00;h3110@accor-hotels.com;stały;**;hotel;61-863 Poznań, Kazimierza Wielkiego 23
1952;A2;"(61) 291 92 51;";a2@hotela2.com.pl;stały;**;hotel;64-550 Duszniki, Sękowo, Poznańska 3A
1953;Hotel Pod Lasem;773 335 100;leszek.wrobel1@neostrada.pl;stały;**;hotel;46-100 Namysłów, M.C.Skłodowskiej 18
1954;STARY RATUSZ;(071) 396-95-95;;stały;**;hotel;55-311 Kostomłoty, Rynek 22
1955;LOGOS;87 566-69-00;;stały;**;hotel;16-400 Suwałki, Kościuszki 120
1956;OMEGA;(94) 3670800;Info@hotelomega.pl;stały;**;hotel;78-520 Złocieniec, Czaplinecka 3
1957;SEZAM;17 226 66 78;kraczkowa@sezam.nazwa.pl;stały;**;hotel;37-124 Kraczkowa, 1629
1958;PARIA SPA;748663492;recepcja@paria-spa.pl;stały;**;hotel;57-350 Kudowa-Zdrój, WARSZAWSKA 3
1959;MAGNOLIA;+48 32 216 97 3;info@restauracjamagnolia.pl;stały;**;hotel;43-100 Tychy, Urbanowicka 164 a44-100
1960;ZAJAZD POD BRZOZAMI;(507 )065-950;ramax2@interia.pl;stały;**;hotel;34-721 Raba Wyżna, Raba Wyżna 378A
1961;PIAST;713430033;recepcja@piastwroclaw.pl;stały;**;hotel;50-017 Wrocław, PIŁSUDSKIEGO 98
1962;MANHATAN;43 678 68 77;biuro@manhatan-zygry.pl;stały;**;hotel;99-232 Zygry, zygry 46a
1963;GLASS;(048) 3402585/86;;stały;**;hotel;26-600 Radom, Beliny Prażmowskiego 17
1964;PIAST;16 623 41 12;hotel@elmadex.pl;stały;**;hotel;37-514 Tuczempy, wiosenna 4
1965;"""OBERŻA POD TURBOTEM""";0 - 58 678 -;oberza@oberzapodturbotem.pl;stały;**;hotel;84-240 Reda, Spółdzielcza 1
1966;REG BENZ;17 583 05 19;hotel@regbenz.com.pl;stały;**;hotel;39-300 Mielec, Legionów 80
1967;ŁABĘDY;+48 32 230 09 2;recepcja@agrobakal.com.pl;stały;**;hotel;44-109 Gliwice, Marksa 11
1968;"""HOTELIK W CENTRUM""";566 522 246;hotel@cku.torun.pl;stały;**;hotel;87-100 Toruń, Szumana 2
1969;Topaz;;;stały;**;hotel;61-579 Poznań, Przemysłowa 34A
1970;Meridian;;;stały;**;hotel;60-605 Poznań, ul. Litewska 22
1971;BIT;33-470-83-00;bit@bit.arrsa.pl;stały;**;hotel;43-300 Bielsko-Biała, I Dywizji Pancernej 45
1972;"""ARENA EXPO""";58/762-17-17;rezerwacja@hotelarenagdansk.pl;stały;**;hotel;80-557 Gdańsk, Marynarki Polskiej 71
1973;RONDO;0-24 355-82-10;recepcja@hotelrondo.pl;stały;**;hotel;99-300 Kutno, Mickiewicza 3
1974;JAŚ WĘDROWNICZEK;13 43 567 33;hotel@jas-wedrowniczek.pl;stały;**;hotel;38-480 Rymanów, Bieleckiego 8
1975;"""CZARDASZ""";58 678-20-40;biuro@czardasz.pl;stały;**;hotel;84-242 Luzino, r Stutthofu 82
1976;"HOTEL ""WILLA RADWAN""";542 826 666;biuro@willaradwan.pl;stały;**;hotel;87-700 Aleksandrów Kujawski, Wojska Polskiego 7
1977;ZAUŁEK;757212588;hotelzaulek@o2.pl;stały;**;hotel;59-800 Lubań, DWORCOWA 4
1978;NA GÓRCE;13 469 23 71;hotel@nagorce.com;stały;**;hotel;38-610 Polańczyk, Osiedle Na Górce 1
1979;Adler;;;stały;**;hotel;62-020 Swarzędz, Cieszkowskiego 108
1980;"HOTEL ""HABENDA""";89-742-12-18;info@habenda.com;stały;**;hotel;11-710 Krutyń, 42
1981;"""MARIO""";17 24 15 251;biuro@hotelmario.com.pl;stały;**;hotel;37-310 Sarzyna, sarzyna 659a
1982;GARDEN;713142719;;stały;**;hotel;56-400 Oleśnica, PODCHORĄŻYCH 2A
1983;MIŁY;13 432 10 57;milyhotel@neostrada.pl;stały;**;hotel;38-400 Krosno, Balkonowa 19
1984;HOTEL & RESTAURACJA COLOSEUM;16 621 59 30;recepcja@hotelcoloseum.pl;stały;**;hotel;37-500 Jarosław, kruhel pełkiński 72
1985;POD LASEM;+48 661-43- 37;podlasem@chynow.com.pl;stały;**;hotel;05-650 Chynów, Chynów
1986;KIELCE;041 343-51-51;recepcja@hotelkielce.eu;stały;**;hotel;25-017 Kielce, Paderewskiego 4C
1987;KOT;+48 (0-22) 72-9;;stały;**;hotel;96-321 Siestrzeń, Rozalińska 9
1988;HOTEL KRYSTYNA;89-624-21-69;hotelkrystyna@hotelkrystyna.pl;stały;**;hotel;12-100 Szczytno, Żwirki i Wigury 10
1989;Diament;(65) 546 38 23;diament@pieprzyk.pl;stały;**;hotel;63-900 Rawicz, Sarnowska 18a
1990;ANIA;+48 (0-22) 755-;;stały;**;hotel;05-825 Grodzisk Mazowiecki, Żydowska 2
1991;EUROPA;(074) 869-02-77;hoteleurpoa@poczta.onet.pl;stały;**;hotel;57-320 Polanica-Zdrój, Zdrojowa 15
1992;HOTEL POD LIPĄ;134 200 053;hotel@zajazdpodlipa.com;stały;**;hotel;36-206 Humniska, Humniska 412
1993;POD BIAŁYM ORŁEM;16 678 61 07;hotel@podbialymorlem.com.pl;stały;**;hotel;37-700 Przemyśl, Sanocka 13
1994;HOTEL POD JESIOTREM;543844403;recepcja@hotelpodjesiotrem.pl;stały;**;hotel;89-210 Łabiszyn, Zdziersk 1c
1995;POD SZCZĘŚLIWĄ GWIAZDĄ;+48 (0-24) 261-;;stały;**;hotel;09-472 Cekanowo, Polna 1
1996;GROCHOWSKI;609041715;hotel@hotelgrochowski.com;stały;**;hotel;21-400 Łuków, międzyrzecka 90
1997;PIENINY;(18) 262-93-83;hotel.pieniny@niedzica.pl;stały;**;hotel;34-441 Niedzica, ul. Kanada 38
1998;ŚWIĘTOKRZYSKI;4125 45 341;hotel@dendron.pl;stały;**;hotel;26-130 Suchedniów, Słowackiego 1
1999;BESKIDIAN;+48 33 864 02 31;recepcja@beskidian.com;stały;**;hotel;34-350 Węgierska Górka, 3-go maja 12
2000;"""BEST WESTERN HOTEL VILLA AQUA""";58/522-44-00;recepcja@villaaqua.pl;stały;**;hotel;81-713 Sopot, Zamkowa Góra 35
2001;SUNSET;6794436;sunset@sunset.pl;stały;**;hotel;06-445 Strzegowo, Wyzwolenia 1A
2002;"""JANTA""";0 - 58 688 -;hoteljanta@02.pl;stały;**;hotel;83-425 Dziemiany, Wyzwolenia 29
2003;KSIĘŻYC;748561050;;stały;**;hotel;58-160 Świebodzice, JELENIOGÓRSKA 52
2004;AKOR;525 185 060;biuro@akorhotel.eu;stały;**;hotel;85-502 Bydgoszcz, Ludwikowo 1
2005;PAŁAC STANISZÓW;(075) 755-84-45;hotel@palacstaniszow.pl;stały;**;hotel;58-500 Jelenia Góra, Staniszów 100
2006;AGAWA;(0 14)665-83-17;;stały;**;hotel;32-852 Dębno, Wola Dębińska 278
2007;MARKO;226 646 352;;stały;**;hotel;01-336 Warszawa, Rotundy 5
2008;PETROCHEMIA;24 365 60 01;hotel.petrochemia@orlen.pl;stały;**;hotel;09-400 Płock, 3 Maja 33
2009;PARK;0-44 754-28-55,;hotel@hotelparkopoczno.pl;stały;**;hotel;26-300 Opoczno, Kolberga 2 B
2010;IRENA;89-757-48-55;hotel@hotelirena.pl;stały;**;hotel;14-300 Morąg, Wróblewskiego 4
2011;EUROPA;608334763;recepcja@restauracja-europa.opole.pl;stały;**;hotel;45-760 Opole, Dworska 2
2012;HOTEL DIADEM;525 880 210;kontakt@hoteldiadem.pl;stały;**;hotel;89-642 Jerzmionki, Rytel 26
2013;IBIS SZCZECIN CENTRUM;091/480-18-00;H3369@accor-hotels.com;stały;**;hotel;70-206 Szczecin, Dworcowa 16
2014;NAD KAMIENICĄ;18 421-39-59;;stały;**;hotel;33-300 Nowy Sącz, ul. Nadbrzeżna 59
2015;HOTEL UNIWERSYTECKI;566 112 800;hotel.umk@uni.torun.pl;stały;**;hotel;87-100 Toruń, Szosa Chełmińska 83A
2016;ROKO;+ 48 (0-22) 863;hotel@hotelroko.pl;stały;**;hotel;02-455 Warszawa, Mikołajska 2
2017;GWAREK;15864-33-21,;kizchs@pro.onet.pl;stały;**;hotel;28-200 Staszów, Rynek 13
2018;GOŚCINIEC JAŚMIN;18 351-00-18;skh@onet.pl;stały;**;hotel;38-315 Uście Gorlickie, Regietów 28
2019;ISKIERKA EKONOMY CLASS;17 774 55 40;recepcja@hoteliskierka.com.pl;stały;**;hotel;39-300 Mielec, Wojska Polskiego 3
2020;CARPATIA BIESZCZADZKI GOŚCINIEC;609 502 181;smerek@merkurion.pl;stały;**;hotel;38-608 Smerek, smerek 71
